rndrng_prvdr_geo_lvl,rndrng_prvdr_geo_cd,StateName,hcpcs_cd,hcpcs_desc,desc,hcpcs_drug_ind,place_of_srvc,tot_rndrng_prvdrs,tot_benes,tot_srvcs,tot_bene_day_srvcs,avg_sbmtd_chrg,avg_mdcr_alowd_amt,avg_mdcr_pymt_amt,avg_mdcr_stdzd_amt,Year,filename,tot_rndrng_prvdrs_bio,tot_benes_bio,tot_srvcs_bio,tot_bene_day_srvcs_bio,avg_sbmtd_chrg_bio,avg_mdcr_alowd_amt_bio,avg_mdcr_pymt_amt_bio,avg_mdcr_stdzd_amt_bio,tot_rndrng_prvdrs_share,tot_benes_share,tot_srvcs_share,tot_bene_day_srvcs_share,ActualEarnedPremiums,NumberofLivesCovered,Total,Medigap_Share,MA_Covered,MA_Share,state_id,hcpcs_id,tot_mdcr_pymt_amt_share
State,30,MONTANA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,10,134,2357,449,409.84534,221.10068,175.26683,176.79594,2023,mup_phy_r25_p05_v20_d23_geo.csv,2,14,80,15,56.666668,44.815334,35.706646,35.706646,0.16666667,0.094594598,0.032827247,0.032327585,231836792,96844,236407,.4096494604643687,66689,.2200259983635548,MONTANA,J2778,0.006867316
State,30,MONTANA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,14,88,24900,400,96.3936,32.930733,26.099174,26.09918,2023,mup_phy_r25_p05_v20_d23_geo.csv,5,14,1060,20,35.716351,6.9385247,5.4632764,5.4632783,0.2631579,0.13725491,0.04083205,0.047619049,231836792,96844,236407,.4096494604643687,66689,.2200259983635548,MONTANA,J1745,0.008832426
State,30,MONTANA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,7,49,12002,142,159.51875,78.534584,62.534042,63.648098,2023,mup_phy_r25_p05_v20_d23_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,231836792,96844,236407,.4096494604643687,66689,.2200259983635548,MONTANA,J9312,0
State,31,NEBRASKA,J1442,"Injection, filgrastim (g-csf), 1 microgram",filgrastim (g-csf),Y,O,52,298,1030960,2293,1.9194857,0.97063702,0.77234757,0.77234757,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,361802769,161618,288289,.5606110534914617,34911,.1080167079207921,NEBRASKA,J1442,0
State,31,NEBRASKA,J1745,"Injection infliximab, 10 mg",infliximab,Y,O,51,323,86891,1839,130.63443,73.351753,58.368946,58.368946,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,361802769,161618,288289,.5606110534914617,34911,.1080167079207921,NEBRASKA,J1745,0
State,31,NEBRASKA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,51,109,41733,1050,160.2527,84.401764,67.215607,67.215607,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,361802769,161618,288289,.5606110534914617,34911,.1080167079207921,NEBRASKA,J9355,0
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,55,342,123283,1898,131.18408,67.507355,53.785679,53.786251,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,361802769,161618,288289,.5606110534914617,34911,.1080167079207921,NEBRASKA,J9035,0
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,27,1208,23950,4894,526.42981,385.39636,306.66714,306.73071,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,361802769,161618,288289,.5606110534914617,34911,.1080167079207921,NEBRASKA,J2778,0
State,31,NEBRASKA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,54,582,2126,2126,6390.0498,3541.592,2819.5715,2819.5715,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,361802769,161618,288289,.5606110534914617,34911,.1080167079207921,NEBRASKA,J2505,0
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,69,437,147746,4541,23.887741,11.919392,9.4147186,9.4147186,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,361802769,161618,288289,.5606110534914617,34911,.1080167079207921,NEBRASKA,J0885,0
State,31,NEBRASKA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,55,599,2199,2199,6629.2104,3865.7275,3079.6523,3088.6484,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,382049234,168945,295494,.5717374972080651,37049,.1114111558505216,NEBRASKA,J2505,0
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,23,940,20174,4054,542.73755,376.93967,299.8688,301.68524,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,382049234,168945,295494,.5717374972080651,37049,.1114111558505216,NEBRASKA,J2778,0
State,31,NEBRASKA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,32,121,245220,551,1.4966675,0.98498279,0.78119153,0.78533244,2016,mup_phy_r19_p04_v10_d16_geo.csv,28,166,654061,1536,0.31412256,0.11177435,0.08897756,0.08897756,0.46666667,0.57839721,0.72731549,0.73598468,382049234,168945,295494,.5717374972080651,37049,.1114111558505216,NEBRASKA,J1442,0.2330102
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,72,419,137380.09,4160,24.410797,12.240683,9.677063,9.6917458,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,382049234,168945,295494,.5717374972080651,37049,.1114111558505216,NEBRASKA,J0885,0
State,31,NEBRASKA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,47,110,42662,1078,170.38606,89.151016,70.978127,71.10424,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,382049234,168945,295494,.5717374972080651,37049,.1114111558505216,NEBRASKA,J9355,0
State,31,NEBRASKA,J1745,"Injection infliximab, 10 mg",infliximab,Y,O,57,328,89497,1829,139.22905,77.904266,62.006573,64.491295,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,382049234,168945,295494,.5717374972080651,37049,.1114111558505216,NEBRASKA,J1745,0
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,54,503,95217,2237,144.8119,70.200058,55.927528,56.133839,2016,mup_phy_r19_p04_v10_d16_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,382049234,168945,295494,.5717374972080651,37049,.1114111558505216,NEBRASKA,J9035,0
State,31,NEBRASKA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,59,398,109824,2220,151.3517,82.884476,65.960922,67.063774,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,395318048,175081,301745,.5802283384977381,39828,.1166017220330647,NEBRASKA,J1745,0
State,31,NEBRASKA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,51,606,2201,2201,7249.6411,4144.1553,3301.3132,3309.8904,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,395318048,175081,301745,.5802283384977381,39828,.1166017220330647,NEBRASKA,J2505,0
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,55,528,90410,2216,147.96681,72.805511,57.98447,58.338036,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,395318048,175081,301745,.5802283384977381,39828,.1166017220330647,NEBRASKA,J9035,0
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,76,424,144715,4198,27.012602,12.974402,10.248921,10.26139,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,395318048,175081,301745,.5802283384977381,39828,.1166017220330647,NEBRASKA,J0885,0
State,31,NEBRASKA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,43,105,41920,991,182.02113,94.228554,75.047836,75.220322,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,395318048,175081,301745,.5802283384977381,39828,.1166017220330647,NEBRASKA,J9355,0
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,24,995,22691,4523,538.9054,370.29404,294.31949,296.62927,2017,mup_phy_r19_p04_v10_d17_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,395318048,175081,301745,.5802283384977381,39828,.1166017220330647,NEBRASKA,J2778,0
State,31,NEBRASKA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,22,80,170820,423,1.7205129,0.98796839,0.78243154,0.78439754,2017,mup_phy_r19_p04_v10_d17_geo.csv,30,194,633121,1432,0.50307614,0.091499969,0.072623961,0.072849192,0.57692307,0.70802921,0.78752172,0.77196765,395318048,175081,301745,.5802283384977381,39828,.1166017220330647,NEBRASKA,J1442,0.25596252
State,31,NEBRASKA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,16,62,101881,277,1.802073,1.0004677,0.79455769,0.79455769,2018,mup_phy_r20_p04_v10_d18_geo.csv,33,173,580021,1308,0.30807471,0.071768381,0.056961462,0.058178417,0.67346936,0.73617023,0.85059291,0.82523662,410931574,180773,309602,.5838883469745028,45265,.1275548304012489,NEBRASKA,J1442,0.28984195
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,27,1152,27965,5454,525.74512,367.2486,291.94287,294.47958,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,410931574,180773,309602,.5838883469745028,45265,.1275548304012489,NEBRASKA,J2778,0
State,31,NEBRASKA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,61,409,119111,2357,152.93413,80.869225,64.343025,65.044914,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,410931574,180773,309602,.5838883469745028,45265,.1275548304012489,NEBRASKA,J1745,0
State,31,NEBRASKA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,53,514,1836,1836,8500.9541,4500.314,3584.3511,3586.177,2018,mup_phy_r20_p04_v10_d18_geo.csv,11,29,1129,95,83.060051,39.372437,31.369904,31.369904,0.171875,0.053406999,0.38077572,0.049197309,410931574,180773,309602,.5838883469745028,45265,.1275548304012489,NEBRASKA,J2505,0.005352947
State,31,NEBRASKA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,46,113,45991,1034,218.9485,100.78683,80.255318,80.255318,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,410931574,180773,309602,.5838883469745028,45265,.1275548304012489,NEBRASKA,J9355,0
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,66,406,141724,4059,28.190254,12.432221,9.8175488,9.8314505,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,410931574,180773,309602,.5838883469745028,45265,.1275548304012489,NEBRASKA,J0885,0
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,62,536,76397,1991,167.61356,76.257126,60.695858,61.01321,2018,mup_phy_r20_p04_v10_d18_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,410931574,180773,309602,.5838883469745028,45265,.1275548304012489,NEBRASKA,J9035,0
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,61,344,109012,3112,26.062777,11.3983,8.9923849,9.002594,2019,mup_phy_r21_p04_v10_d19_geo.csv,22,93,7620,355,2.0646794,0.69394845,0.55289942,0.5528996,0.26506025,0.21281464,0.065333702,0.102394,417001573,181473,316816,.5728025099742438,53337,.1440944690438818,NEBRASKA,J0885,0.004279464
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,26,1311,32344,6163,516.52008,351.52246,279.58298,281.53796,2019,mup_phy_r21_p04_v10_d19_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,417001573,181473,316816,.5728025099742438,53337,.1440944690438818,NEBRASKA,J2778,0
State,31,NEBRASKA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,53,480,1690,1690,9164.5771,4497.1313,3581.6113,3588.7712,2019,mup_phy_r21_p04_v10_d19_geo.csv,40,88,3288,274,119.04558,49.164288,39.162025,39.357403,0.43010753,0.15492958,0.66050625,0.1395112,417001573,181473,316816,.5728025099742438,53337,.1440944690438818,NEBRASKA,J2505,0.02083003
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,66,747,76099,2498,171.70605,79.341721,63.135555,63.332508,2019,mup_phy_r21_p04_v10_d19_geo.csv,7,16,3490,54,12.5,4.9039779,3.9072335,3.9072335,0.09589041,0.020969857,0.04385028,0.021159874,417001573,181473,316816,.5728025099742438,53337,.1440944690438818,NEBRASKA,J9035,0.00283016
State,31,NEBRASKA,J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",filgrastim (g-csf),Y,O,15,46,91982,230,1.6159219,0.96941328,0.76911014,0.7723586,2019,mup_phy_r21_p04_v10_d19_geo.csv,50,209,519782,1139,0.18653557,0.042641584,0.033917971,0.034291323,0.76923078,0.81960785,0.84964466,0.83199418,417001573,181473,316816,.5728025099742438,53337,.1440944690438818,NEBRASKA,J1442,0.19949196
State,31,NEBRASKA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,42,95,39100,859,230.08318,104.30014,83.080833,84.018005,2019,mup_phy_r21_p04_v10_d19_geo.csv,13,17,1175,29,15.916196,6.0351348,4.8084807,4.8084807,0.23636363,0.15178572,0.029174427,0.032657657,417001573,181473,316816,.5728025099742438,53337,.1440944690438818,NEBRASKA,J9355,0.001736255
State,31,NEBRASKA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,57,378,109339,2161,151.2187,67.710144,53.838474,54.110874,2019,mup_phy_r21_p04_v10_d19_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,417001573,181473,316816,.5728025099742438,53337,.1440944690438818,NEBRASKA,J1745,0
State,31,NEBRASKA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,50,313,87239,998,182.55249,90.27356,71.968346,74.30658,2019,mup_phy_r21_p04_v10_d19_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,417001573,181473,316816,.5728025099742438,53337,.1440944690438818,NEBRASKA,J9312,0
State,31,NEBRASKA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,55,460,1844,1844,9239.4502,3886.2493,3102.9443,3070.3486,2020,mup_phy_r22_p05_v10_d20_geo.csv,35,82,3024,252,122.83424,47.834312,38.201115,37.640472,0.3888889,0.15129152,0.62119967,0.12022901,424740478,182378,324679,0.561717881,63948,.1645485259644852,NEBRASKA,J2505,0.019789834
State,31,NEBRASKA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,32,36,14158,324,240.6505,101.99825,81.438812,81.147949,2020,mup_phy_r22_p05_v10_d20_geo.csv,41,57,17871,396,28.818035,13.056026,10.437864,10.254077,0.56164384,0.61290324,0.55796307,0.55000001,424740478,182378,324679,0.561717881,63948,.1645485259644852,NEBRASKA,J9355,0.13925248
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,23,1008,24491,4609,509.11838,334.02145,265.86783,263.64758,2020,mup_phy_r22_p05_v10_d20_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,424740478,182378,324679,0.561717881,63948,.1645485259644852,NEBRASKA,J2778,0
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,61,339,65771,1461,158.12102,72.920921,58.190178,57.442673,2020,mup_phy_r22_p05_v10_d20_geo.csv,28,52,15027,213,16.95113,6.651329,5.3157978,5.2314811,0.31460676,0.13299233,0.18598233,0.12724014,424740478,182378,324679,0.561717881,63948,.1645485259644852,NEBRASKA,J9035,0.020444922
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,30,99,31807,754,21.835087,9.9437513,7.8301463,7.7861238,2020,mup_phy_r22_p05_v10_d20_geo.csv,38,220,65412,1984,1.3356575,0.44533992,0.35233209,0.34708095,0.55882353,0.68965518,0.67283142,0.72461653,424740478,182378,324679,0.561717881,63948,.1645485259644852,NEBRASKA,J0885,0.084699482
State,31,NEBRASKA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,50,257,57090,662,176.11411,90.694069,72.458908,73.724762,2020,mup_phy_r22_p05_v10_d20_geo.csv,25,82,24515,310,20.957638,7.7427483,6.1921601,6.1086035,0.33333334,0.24188791,0.30041051,0.31893003,424740478,182378,324679,0.561717881,63948,.1645485259644852,NEBRASKA,J9312,0.035397347
State,31,NEBRASKA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,66,373,105154,2033,153.03232,52.204376,41.544754,41.34782,2020,mup_phy_r22_p05_v10_d20_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,424740478,182378,324679,0.561717881,63948,.1645485259644852,NEBRASKA,J1745,0
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,19,841,21835,4100,512.59753,314.39041,252.7198,248.06209,2021,mup_phy_r23_p05_v10_d21_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,431824654,175027,331307,.5282924900469956,77149,.1888795855612355,NEBRASKA,J2778,0
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,46,420,34646,1619,137.67479,54.139942,43.274979,43.082329,2021,mup_phy_r23_p05_v10_d21_geo.csv,50,117,51239,744,13.697698,4.9378815,3.9570656,3.937712,0.52083331,0.21787709,0.59660012,0.314854,431824654,175027,331307,.5282924900469956,77149,.1888795855612355,NEBRASKA,J9035,0.11912386
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,25,46,11322,328,15.3307,8.4605722,6.7501574,6.6174812,2021,mup_phy_r23_p05_v10_d21_geo.csv,51,253,85362,2335,1.129932,0.41645068,0.33002883,0.32436264,0.67105263,0.84615386,0.88289684,0.87683064,431824654,175027,331307,.5282924900469956,77149,.1888795855612355,NEBRASKA,J0885,0.26933724
State,31,NEBRASKA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,72,376,113195,2137,153.9006,41.676735,33.254559,32.784786,2021,mup_phy_r23_p05_v10_d21_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,431824654,175027,331307,.5282924900469956,77149,.1888795855612355,NEBRASKA,J1745,0
State,31,NEBRASKA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,24,17,7890,193,216.37073,93.010147,74.338829,72.852058,2021,mup_phy_r23_p05_v10_d21_geo.csv,45,68,21996,523,25.14229,9.0761204,7.2773209,7.2131104,0.65217394,0.80000001,0.73599678,0.73044693,431824654,175027,331307,.5282924900469956,77149,.1888795855612355,NEBRASKA,J9355,0.2143997
State,31,NEBRASKA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,46,173,40895,457,166.98427,86.982178,69.8498,70.200287,2021,mup_phy_r23_p05_v10_d21_geo.csv,44,152,44839,582,24.095135,9.2661371,7.4145665,7.4484267,0.48888889,0.46769232,0.52300137,0.56015402,431824654,175027,331307,.5282924900469956,77149,.1888795855612355,NEBRASKA,J9312,0.10425366
State,31,NEBRASKA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,59,493,1771,1771,8730.7559,2597.3591,2079.6665,2046.8802,2021,mup_phy_r23_p05_v10_d21_geo.csv,55,128,4632,386,153.03825,50.346973,40.320114,39.516964,0.48245615,0.20611916,0.7234109,0.17895225,431824654,175027,331307,.5282924900469956,77149,.1888795855612355,NEBRASKA,J2505,0.048260957
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,31,355,22431,1149,85.449989,42.127625,33.428841,33.256302,2022,mup_phy_r24_p05_v10_d22_geo.csv,69,152,75052,1035,14.253901,4.0619159,3.2395182,3.2288885,0.69,0.29980275,0.76989836,0.47390109,435867050,173197,338431,.5117645842136211,90079,.2102144640731838,NEBRASKA,J9035,0.2448525
State,31,NEBRASKA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,23,18,9042,179,208.23514,85.493027,68.206757,68.035141,2022,mup_phy_r24_p05_v10_d22_geo.csv,72,103,30166,733,24.22916,7.2724175,5.7943063,5.9369693,0.75789475,0.85123968,0.76938379,0.80372804,435867050,173197,338431,.5117645842136211,90079,.2102144640731838,NEBRASKA,J9355,0.22083056
State,31,NEBRASKA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,76,401,117975,2175,140.14189,35.670544,28.266041,28.33103,2022,mup_phy_r24_p05_v10_d22_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,435867050,173197,338431,.5117645842136211,90079,.2102144640731838,NEBRASKA,J1745,0
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,20,663,15549,2976,534.57776,279.20578,221.67511,220.52943,2022,mup_phy_r24_p05_v10_d22_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,435867050,173197,338431,.5117645842136211,90079,.2102144640731838,NEBRASKA,J2778,0
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,35,96,26167,629,16.349062,8.1409254,6.4332352,6.3964672,2022,mup_phy_r24_p05_v10_d22_geo.csv,52,199,65520,1767,1.1208895,0.42502859,0.33513474,0.3358416,0.59770113,0.67457628,0.71460515,0.73747915,435867050,173197,338431,.5117645842136211,90079,.2102144640731838,NEBRASKA,J0885,0.11538851
State,31,NEBRASKA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,28,105,29920,356,136.23866,83.489349,66.636528,66.467163,2022,mup_phy_r24_p05_v10_d22_geo.csv,66,202,56355,730,22.762232,8.1719189,6.5213108,6.5089598,0.70212764,0.65798044,0.653202,0.6721915,435867050,173197,338431,.5117645842136211,90079,.2102144640731838,NEBRASKA,J9312,0.15563995
State,31,NEBRASKA,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",trastuzumab,Y,O,15,12,6113,127,191.83972,79.976379,63.684464,63.684479,2023,mup_phy_r25_p05_v20_d23_geo.csv,56,102,28271,698,10.861425,3.0425689,2.4216104,2.4239163,0.78873241,0.89473683,0.82221383,0.84606063,447208381,168555,345219,.4882552814300488,101343,.2269404920257433,NEBRASKA,J9355,0.14955583
State,31,NEBRASKA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,18,484,9441,1807,522.75244,227.56357,179.88312,180.48766,2023,mup_phy_r25_p05_v20_d23_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,447208381,168555,345219,.4882552814300488,101343,.2269404920257433,NEBRASKA,J2778,0
State,31,NEBRASKA,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",infliximab,Y,O,78,359,113034,2035,132.83643,32.925819,26.024811,26.173513,2023,mup_phy_r25_p05_v20_d23_geo.csv,27,15,3120,58,3.6957219,1.0473874,0.82072115,1.0192086,0.25714287,0.040106952,0.026860891,0.027711419,447208381,168555,345219,.4882552814300488,101343,.2269404920257433,NEBRASKA,J1745,0.000869712
State,31,NEBRASKA,J9312,"Injection, rituximab, 10 mg",rituximab,Y,O,19,80,19361,219,134.83476,79.5504,63.32098,63.320984,2023,mup_phy_r25_p05_v20_d23_geo.csv,67,197,51402,658,18.992254,4.9906774,3.9718978,4.0666275,0.77906978,0.71119136,0.72639656,0.75028509,447208381,168555,345219,.4882552814300488,101343,.2269404920257433,NEBRASKA,J9312,0.14275959
State,31,NEBRASKA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,28,259,11319,702,140.6532,62.741508,49.774216,49.95715,2023,mup_phy_r25_p05_v20_d23_geo.csv,81,162,72790,990,18.602926,5.5039415,4.3807201,4.3807201,0.74311924,0.38479811,0.86542463,0.58510637,447208381,168555,345219,.4882552814300488,101343,.2269404920257433,NEBRASKA,J9035,0.36142418
State,31,NEBRASKA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,32,112,50954,1151,20.700584,7.3833356,5.8120079,5.8120079,2023,mup_phy_r25_p05_v20_d23_geo.csv,36,106,23203,683,0.96246362,0.33694488,0.25976574,0.26218548,0.52941179,0.48623854,0.31289023,0.37241003,447208381,168555,345219,.4882552814300488,101343,.2269404920257433,NEBRASKA,J0885,0.019946707
State,32,NEVADA,J9355,"Injection, trastuzumab, 10 mg",trastuzumab,Y,O,56,120,40001,1179,208.54884,83.742676,66.719147,66.719147,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,184966463,80619,405654,.1987383336538035,146094,.2647839230953261,NEVADA,J9355,0
State,32,NEVADA,J1745,"Injection infliximab, 10 mg",infliximab,Y,O,32,387,91918,2167,136.56932,73.404785,58.444359,58.444359,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,184966463,80619,405654,.1987383336538035,146094,.2647839230953261,NEVADA,J1745,0
State,32,NEVADA,J2778,"Injection, ranibizumab, 0.1 mg",ranibizumab,Y,O,15,756,15739,3220,611.00409,385.34277,306.38031,306.70605,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,184966463,80619,405654,.1987383336538035,146094,.2647839230953261,NEVADA,J2778,0
State,32,NEVADA,J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",epoetin alfa,Y,O,52,144,34881,1077,24.34091,11.809542,9.3805752,9.3805752,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,184966463,80619,405654,.1987383336538035,146094,.2647839230953261,NEVADA,J0885,0
State,32,NEVADA,J9035,"Injection, bevacizumab, 10 mg",bevacizumab,Y,O,83,1627,107908.8,6312,164.92636,66.937531,53.29361,53.320457,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,184966463,80619,405654,.1987383336538035,146094,.2647839230953261,NEVADA,J9035,0
State,32,NEVADA,J2505,"Injection, pegfilgrastim, 6 mg",pegfilgrastim,Y,O,55,583,2118,2118,11237.863,3494.9963,2786.0537,2787.2251,2015,mup_phy_r19_p04_v10_d15_geo.csv,0,0,0,0,0,0,0,0,0,0,0,0,184966463,80619,405654,.1987383336538035,146094,.2647839230953261,NEVADA,J2505,0
